No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date,Target Price,IPO Date,After-Hours Close,After-Hours Change
4088,LH,Laboratory Corporation of America Holdings,Healthcare,Diagnostics & Research,USA,17889.16,50.93,11.95,6.03,1.56,2.47,32.12,15.24,,0.00%,3.67,-7.70%,8.19%,7.10%,8.44%,14.00%,-37.90%,-51.20%,97.3,96.84,0.40%,-8.00%,93.70%,-0.79%,1.37%,1.72,2.00%,5.00%,7.50%,1.1,1,0.75,0.86,27.20%,6.80%,3.20%,5.09%,7.35%,9.77%,61.12%,13.66%,10.49%,1.23,4.83,2.41%,2.63%,3.09%,0.79%,9.29%,-9.59%,9.91%,-9.59%,90.69%,55.64,-1.17%,0.45%,1.8,769.39,0.6,186.91,-0.72%,465049,7/28/2020 8:30:00 AM,228.47,7/7/1988,186.91,0.00%
1075,CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,USA,1259.61,17.21,15.7,1.15,1.32,1.81,131.21,10.34,,0.00%,1.35,16.60%,14.73%,16.60%,15.00%,5.70%,30.20%,0.60%,54.14,52.05,2.50%,-7.98%,92.70%,2.03%,0.90%,2.21,5.10%,11.20%,7.70%,1.4,1.4,0.17,0,14.50%,9.90%,7.80%,4.22%,-4.56%,-2.68%,10.82%,-0.85%,-13.80%,0.63,0.55,2.14%,2.40%,0.96%,-2.61%,-3.77%,-10.24%,6.41%,-19.11%,37.92%,50.42,1.53%,0.09%,1.3,212.49,1.77,23.24,1.62%,369998,7/30/2020 8:30:00 AM,28.5,4/27/1995,23.24,0.00%
5093,OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,USA,9373.82,,,,0.43,0.65,9.27,,0.41%,,-12.59,-122.40%,59.50%,-45.40%,,1.20%,-587.60%,-65.30%,930.14,927.61,0.10%,-7.97%,70.70%,-6.98%,5.35%,2.06,-12.10%,-59.80%,-1.10%,0.9,0.7,2.65,2.83,58.50%,-49.90%,-59.20%,-9.02%,-22.44%,-45.56%,-24.20%,-77.46%,-76.51%,1.85,0.6,4.08%,5.77%,-11.92%,-27.24%,-55.66%,-43.98%,-1.53%,-79.66%,7.56%,28.78,-2.91%,-0.40%,3,24134.84,1.36,9.68,-3.30%,32990258,8/10/2020 16:30,14.66,7/2/1962,9.71,0.31%
7367,WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Rental & Leasing Services,USA,3814.67,124.35,21.08,3.06,3.62,2.69,419.19,17.45,,0.00%,0.14,84.50%,41.57%,,40.60%,,205.70%,-2.60%,227.72,165.05,1.50%,-7.97%,32.30%,10.99%,8.54%,7.04,0.60%,2.80%,4.80%,1.6,1.6,2.8,3.17,39.90%,12.70%,1.70%,7.18%,-5.87%,30.49%,82.36%,11.03%,-7.19%,1.71,0.61,3.29%,3.62%,0.95%,2.00%,14.18%,-8.43%,20.13%,-13.29%,130.34%,55.71,1.78%,1.08%,1.7,2002.13,0.68,17.16,2.88%,1421604,8/10/2020 8:30,21.5,11/5/2015,17.16,0.00%
499,ATVI,"Activision Blizzard, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,62802.07,35.29,24.64,1.45,8.99,4.66,9.72,30.79,0.50%,15.70%,2.34,-0.30%,2.60%,11.60%,24.41%,8.00%,75.50%,38.40%,771,762.18,0.70%,-7.96%,91.20%,-0.07%,1.42%,1.68,9.40%,14.00%,9.50%,3,,0.2,0.2,70.30%,29.50%,26.00%,3.75%,-0.78%,6.67%,36.03%,58.24%,39.15%,0.71,2.26,2.25%,2.87%,3.10%,1.28%,18.83%,-5.75%,9.25%,-5.75%,64.54%,53.06,1.17%,0.95%,1.9,6439.77,0.93,82.68,2.14%,6035872,8/4/2020 16:30,95.13,10/25/1993,82.2,-0.58%
3316,IART,Integra LifeSciences Holdings Corporation,Healthcare,Medical Devices,USA,3861.96,,16.75,,2.78,2.97,10.7,26.11,,,-0.04,-19.80%,36.79%,1.10%,6.92%,13.80%,-101.30%,-32.60%,84.71,70.83,13.90%,-7.96%,88.90%,0.63%,4.38%,6.85,-0.10%,-0.30%,2.90%,4.5,2.9,1.14,1.15,63.90%,3.20%,-0.30%,3.84%,3.48%,-2.98%,11.62%,-19.32%,-18.89%,1.01,1.62,4.37%,3.49%,3.36%,-0.39%,-5.88%,-10.98%,10.05%,-25.24%,38.18%,55.64,-0.40%,0.51%,2.3,453.23,1.14,47.27,0.11%,515393,8/10/2020 16:30,58.5,8/16/1995,47.3,0.06%
4509,MS,Morgan Stanley,Financial,Capital Markets,USA,73836.66,8.54,9.56,3.41,1.41,0.93,0.69,4.45,2.96%,25.00%,5.54,9.70%,-3.27%,26.40%,2.51%,7.20%,59.50%,3.30%,1541,1194.52,0.20%,-7.95%,67.50%,2.96%,3.49%,4.21,0.90%,11.60%,1.80%,,,2.63,6.45,78.40%,22.80%,16.80%,1.39%,-10.12%,-1.11%,39.41%,17.47%,-7.55%,1.42,1.52,3.16%,3.00%,-4.87%,-6.41%,1.10%,-13.09%,3.05%,-17.91%,73.75%,40.96,-3.06%,0.83%,2.1,9914.64,2.61,47.26,-2.25%,25275384,7/16/2020 8:30:00 AM,59.67,3/21/1986,47.22,-0.09%
6472,SWBI,"Smith & Wesson Brands, Inc.",Industrials,Aerospace & Defense,USA,907.31,,13.35,,1.09,2.05,13.89,4.78,1.24%,,-0.21,-435.30%,-51.91%,-26.50%,15.00%,4.20%,,124.70%,55.49,54.42,1.10%,-7.92%,63.60%,-4.55%,10.45%,1.93,-1.40%,-2.50%,-8.50%,2.3,1.2,0.15,0.15,36.50%,1.90%,-1.30%,1.19%,-23.50%,-7.16%,168.55%,270.85%,126.59%,0.93,1.36,5.86%,7.67%,-2.59%,-9.72%,44.71%,-27.90%,10.77%,-27.90%,288.67%,44.77,3.73%,0.32%,2.4,2949.02,0.62,16.15,4.06%,1864581,9/3/2020 16:30,23.25,8/17/1999,16.1,-0.31%
7232,VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,USA,3526.86,16.43,12.32,3.29,1.51,,4.7,20.75,2.36%,37.70%,1.16,-12.50%,12.02%,4.50%,5.00%,3.20%,-7.80%,-15.80%,186,184.15,0.20%,-7.90%,94.70%,0.36%,2.07%,2.96,8.70%,-101.00%,31.10%,3.2,2.8,,,35.30%,18.10%,9.50%,-0.31%,-6.11%,-1.60%,53.96%,-11.10%,-10.98%,1.39,0.53,2.26%,2.63%,-4.66%,-8.17%,-0.07%,-14.45%,1.65%,-20.25%,110.38%,36.3,-0.68%,0.79%,2.2,1287.76,1.14,19.06,0.11%,1480999,8/3/2020 16:30,24.44,9/23/2016,19.06,0.00%
1782,DOMO,"Domo, Inc.",Technology,Software - Application,USA,1121.26,,,,5.88,,13.46,,,,-3.61,21.00%,27.70%,,,,45.70%,22.50%,29,25.72,1.90%,-7.85%,84.40%,1.62%,11.08%,5.5,-49.20%,192.70%,-223.50%,0.9,0.9,,,70.30%,-47.80%,-53.40%,10.38%,-10.77%,11.93%,354.50%,157.33%,83.52%,,2.58,4.30%,7.58%,3.38%,9.70%,53.16%,-15.64%,36.08%,-15.64%,423.10%,57.32,2.28%,1.67%,2.3,518.48,0.63,39.86,3.99%,330382,9/3/2020 16:30,47.17,6/29/2018,39.75,-0.28%
120,AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,USA,2426.59,,13.53,,0.64,2.49,2.7,68.35,0.94%,,-1.12,-23.90%,540.00%,19.70%,-6.43%,5.60%,-121.90%,-15.10%,166.32,154.46,1.00%,-7.83%,,26.50%,22.92%,5.04,-5.30%,-16.50%,14.40%,1.9,1.4,0.52,0.52,29.00%,-7.00%,-4.90%,6.27%,16.74%,35.39%,119.73%,-2.61%,1.50%,1.11,0.67,4.62%,4.72%,6.35%,21.74%,29.34%,-3.62%,61.30%,-11.32%,128.31%,61.91,0.13%,0.61%,2.4,7030.42,0.99,14.92,0.74%,6929438,9/9/2020 8:30,14.88,4/14/1994,14.81,-0.74%
2263,EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,USA,2204.33,32.05,18.9,4.97,2.26,3.34,6.57,15.78,,0.00%,2.06,20.00%,11.38%,15.10%,6.45%,14.70%,-32.70%,-8.60%,34.49,33.12,0.10%,-7.77%,99.20%,3.81%,2.25%,5.16,5.90%,10.70%,6.80%,2.9,2.9,0.32,0.35,32.70%,8.50%,7.30%,6.26%,3.68%,5.39%,31.04%,-0.44%,-5.18%,1.06,2.04,2.69%,3.20%,3.28%,1.62%,2.78%,-4.77%,9.82%,-17.44%,62.18%,55.69,-1.77%,1.64%,2.7,144.11,1.22,65.86,-0.17%,175947,8/6/2020 8:30,73.43,10/20/2006,65.86,0.00%
1611,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA,5880.97,14.94,20.02,4.98,1.73,2.3,77.18,37.41,,0.00%,2.5,212.40%,8.68%,36.70%,3.00%,-3.20%,152.90%,2.60%,162.15,159.74,1.10%,-7.76%,99.60%,0.97%,1.67%,2.12,8.00%,16.70%,9.70%,1.5,0.9,0.59,0.61,24.20%,17.20%,12.30%,15.07%,13.26%,56.72%,110.07%,100.48%,32.94%,1.26,1.31,3.74%,3.83%,9.71%,16.15%,43.47%,2.05%,37.09%,2.05%,264.20%,67.9,2.53%,1.05%,2.2,1254.6,1.28,37.33,3.61%,1591050,8/5/2020 16:30,39.5,9/9/1994,37.25,-0.21%
5996,SCL,Stepan Company,Basic Materials,Specialty Chemicals,USA,2427.73,22.52,17.26,5.12,1.34,2.75,8.9,21.77,1.02%,22.20%,4.78,-6.80%,20.01%,12.20%,4.40%,-0.70%,18.90%,-2.60%,22.92,21.67,1.60%,-7.74%,78.40%,-0.73%,1.25%,3.25,7.20%,12.70%,9.40%,2.5,1.8,0.21,0.23,18.80%,7.80%,6.20%,-0.08%,-8.01%,11.29%,22.93%,13.45%,5.10%,0.99,2.75,2.16%,2.40%,-4.39%,-4.66%,7.98%,-9.39%,5.66%,-9.39%,55.29%,40.23,-1.18%,-0.05%,2,83.09,0.87,107.66,-1.23%,72247,10/21/2020 8:30:00 AM,123.5,7/2/1962,107.66,0.00%
4996,OMER,Omeros Corporation,Healthcare,Biotechnology,USA,617.4,,,,6.16,,38.35,,,,-2.06,34.60%,17.60%,5.10%,,190.70%,-107.40%,-49.60%,54.51,48.25,0.10%,-7.73%,52.50%,1.87%,26.00%,8.19,-103.60%,79.70%,-121.90%,1,1,,,98.90%,-85.90%,,5.19%,-4.61%,-31.75%,-15.32%,-34.35%,-26.61%,1.63,0.72,6.06%,6.69%,-6.18%,-17.19%,-24.73%,-59.39%,11.78%,-59.39%,21.65%,43.81,2.27%,0.05%,2.2,1531.19,0.82,10.34,2.33%,1253643,,,10/8/2009,10.3,-0.39%
7373,WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,USA,19920.31,72.92,58.93,4.86,10.24,12.67,44.67,84.88,0.23%,16.30%,3.78,18.20%,10.90%,12.90%,15.00%,5.30%,37.20%,12.20%,73.8,73.41,0.60%,-7.72%,95.10%,2.28%,0.97%,1.41,12.50%,18.60%,13.00%,3,2.2,0.16,0.16,34.10%,17.30%,14.70%,4.61%,-2.12%,20.05%,77.15%,100.43%,83.46%,1.14,8.08,2.24%,3.08%,0.76%,1.24%,36.16%,-4.46%,9.09%,-4.46%,121.46%,51.88,-1.07%,1.40%,1.7,503.54,0.78,275.79,0.32%,398265,7/23/2020 8:30:00 AM,265,3/17/1980,275.79,0.00%
61,ACM,AECOM,Industrials,Engineering & Construction,USA,6699.26,,16.59,,0.45,1.81,,18.23,,,-1.95,-405.90%,19.14%,-22.10%,13.20%,19.30%,60.50%,-5.10%,160.12,152.74,0.10%,-7.71%,90.20%,1.46%,1.64%,2.41,-3.10%,-11.80%,0.30%,1.3,1.3,0.55,0.55,5.10%,-0.70%,-2.90%,8.42%,6.53%,15.76%,53.43%,17.07%,-2.06%,1.62,1.16,2.57%,2.88%,7.96%,9.52%,7.97%,-1.01%,19.02%,-19.39%,94.12%,69.25,0.79%,0.17%,1.6,1038.95,1.3,42.24,0.96%,1357933,8/4/2020 8:30,46.44,5/10/2007,42.24,0.00%
6865,UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductor Equipment & Materials,USA,915.37,44.24,8.51,2.21,0.76,1.91,4.27,18.46,,0.00%,0.51,-123.90%,5.95%,-21.30%,20.00%,15.70%,,29.90%,40.1,39.31,3.20%,-7.68%,92.60%,-2.09%,7.57%,5.4,2.00%,4.70%,2.70%,2.5,1.6,0.68,0.7,20.20%,5.50%,1.70%,6.51%,-9.56%,-3.32%,73.34%,55.82%,-4.43%,1.57,1.19,4.05%,5.67%,6.38%,-8.53%,3.70%,-27.88%,17.59%,-27.88%,90.25%,49.4,3.03%,1.44%,1.8,551.3,0.73,22.43,4.52%,402113,7/29/2020 4:30:00 PM,33.6,3/25/2004,22.43,0.00%
3056,HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,USA,3593.54,,16.94,,19.91,34.04,9.32,,,,-0.27,10.50%,126.12%,2.10%,58.00%,21.10%,285.90%,41.20%,135.94,131.67,1.10%,-7.67%,,4.25%,11.59%,14.61,-8.10%,-31.70%,-13.70%,19.2,17.3,3.69,3.69,72.00%,-16.80%,-22.00%,3.15%,-7.72%,-6.87%,57.38%,72.29%,49.75%,1.6,0.92,3.03%,3.71%,-2.04%,-4.32%,15.89%,-10.82%,5.48%,-10.82%,108.89%,43.75,0.95%,0.08%,2.3,1044.65,1.02,26.55,1.03%,1076775,8/10/2020 16:30,32.73,3/12/2004,26.42,-0.49%
1981,EGBN,"Eagle Bancorp, Inc.",Financial,Banks - Regional,USA,863.21,7.24,7.56,2.41,2.07,0.73,1.28,,3.27%,23.60%,3.72,-5.50%,10.27%,16.50%,3.00%,17.50%,-16.90%,-9.80%,32.23,30.02,0.30%,-7.65%,72.70%,-0.78%,1.39%,3.06,1.30%,10.50%,18.30%,,,0.23,0.23,,75.10%,29.70%,5.56%,-7.07%,-11.61%,-8.02%,-35.22%,-44.58%,1.06,1.11,3.45%,3.93%,-1.90%,-7.86%,-22.22%,-20.50%,8.63%,-45.93%,16.77%,45.81,1.62%,-1.01%,2.8,136.37,1.07,26.95,0.60%,146098,7/22/2020 4:30:00 PM,35.5,7/18/1988,26.95,0.00%
1980,EGAN,eGain Corporation,Technology,Software - Application,USA,434.29,63.67,60.72,6.37,5.97,12.73,9.32,31.93,,0.00%,0.23,64.30%,6.28%,19.90%,10.00%,-0.90%,33.50%,13.10%,30.74,19.22,3.20%,-7.65%,58.80%,8.66%,1.90%,1.64,8.70%,23.80%,19.20%,1.4,1.4,0,0,71.00%,10.30%,9.90%,12.86%,2.42%,25.68%,103.82%,86.40%,81.69%,0.84,0.77,4.19%,6.74%,8.09%,20.26%,52.20%,-3.12%,49.16%,-3.12%,199.79%,61.99,0.49%,1.06%,1.8,221.91,0.75,14.39,1.55%,167567,9/2/2020 16:30,12,9/23/1999,14.39,0.00%
6145,SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,USA,13081.32,15.36,13.58,22.59,1.64,1.58,32.98,17.01,3.10%,46.60%,7.55,51.00%,-1.23%,15.50%,0.68%,6.50%,53.10%,10.80%,113.5,109.14,0.20%,-7.64%,84.30%,3.43%,7.50%,10.1,5.10%,10.50%,7.10%,1,0.5,0.56,0.64,38.50%,16.60%,10.70%,4.63%,-1.66%,10.46%,5.21%,8.62%,11.40%,0.27,2.71,1.75%,2.27%,2.58%,2.55%,5.57%,-6.03%,10.28%,-7.66%,26.25%,57.78,0.80%,-0.38%,3.2,811.16,0.88,116,0.42%,710520,8/25/2020 8:30:00 AM,118.43,10/31/1994,116,0.00%
5530,PWFL,"PowerFleet, Inc.",Technology,Communication Equipment,USA,168.59,,19.64,,1.55,1.99,,,,,-0.58,-74.40%,411.10%,9.30%,30.00%,12.40%,12.40%,58.30%,29.4,28.68,3.90%,-7.64%,57.20%,15.92%,2.93%,5.39,-8.70%,-23.00%,-8.50%,1.7,1.3,0.3,0.41,49.00%,-8.80%,-14.30%,-1.45%,1.30%,20.09%,52.81%,0.74%,-16.44%,1.73,0.3,4.06%,5.81%,-3.34%,-2.16%,-1.00%,-21.39%,33.99%,-36.00%,113.33%,44.19,-5.06%,1.78%,1.4,155.87,0.4,5.44,-3.37%,62023,8/6/2020 8:30,8.85,6/30/1999,5.44,0.00%
4518,MSGE,Madison Square Garden Entertainment Corp.,Communication Services,Entertainment,USA,1339.07,98.14,,,1.76,,1,,,,0.7,-359.40%,74.40%,,,,-299.10%,29.40%,19.52,14.89,0.40%,-7.63%,88.60%,,4.17%,4.51,,,-1.90%,2.6,2.6,0.01,0.01,33.40%,-10.60%,-6.40%,3.08%,-8.45%,-5.83%,,,-22.49%,,2.39,3.02%,3.29%,-6.85%,-4.37%,-7.75%,-16.45%,7.95%,-31.40%,16.93%,41.73,-1.39%,1.58%,1.6,137.65,1.76,68.6,0.16%,240066,8/14/2020 8:30:00 AM,100.67,4/9/2020,68.6,0.00%
6067,SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,373.4,15.07,17.28,,0.83,2.17,73.22,9.6,1.59%,23.60%,1.67,-28.00%,-19.78%,-0.70%,-12.00%,13.90%,449.80%,72.70%,15.02,9.34,6.30%,-7.61%,41.00%,-0.20%,1.33%,1.78,7.20%,15.70%,5.90%,2.3,1.5,0.4,0.49,34.50%,7.90%,5.60%,17.02%,3.70%,87.35%,239.34%,61.05%,87.21%,0.8,1.32,5.81%,5.68%,12.74%,19.09%,86.51%,1.57%,87.21%,1.57%,315.56%,66.29,7.64%,0.90%,,69.64,2.09,25.23,8.61%,142878,7/29/2020 8:30:00 AM,21,3/3/1969,25.36,0.52%
7400,WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,USA,21248.75,70.05,33.79,14.01,3.23,2.62,33.05,87.44,,248.00%,0.41,-110.30%,-4.70%,-16.00%,5.00%,3.60%,-43.80%,-3.60%,746.9,744.81,0.10%,-7.50%,80.30%,1.97%,1.00%,1.51,1.80%,3.70%,3.90%,2.3,1.7,0.77,0.77,18.40%,15.60%,4.70%,6.71%,-6.47%,29.45%,81.76%,7.71%,-4.67%,1.94,0.88,2.74%,3.03%,1.56%,1.11%,15.33%,-7.61%,12.90%,-8.83%,119.77%,54,0.38%,0.56%,2.1,4916.4,0.85,28.79,0.95%,4168383,10/30/2020 8:30:00 AM,32.22,12/6/1963,28.79,0.00%
4184,LSTR,"Landstar System, Inc.",Industrials,Integrated Freight & Logistics,USA,4828.19,29.19,22.65,,1.28,7.4,17.13,25.93,0.67%,17.30%,4.29,11.70%,32.13%,13.20%,-1.16%,5.10%,-58.70%,-21.20%,38.38,38.01,0.80%,-7.50%,,-1.54%,3.97%,4.94,12.70%,24.50%,26.00%,1.8,1.8,0.09,0.21,14.90%,5.90%,4.50%,-0.89%,-6.76%,11.76%,34.23%,17.28%,11.89%,0.98,3.17,1.73%,2.60%,-3.17%,-2.83%,10.81%,-10.58%,5.51%,-10.58%,46.75%,40.3,0.08%,-0.33%,2.6,305.49,1.05,125.18,-0.25%,320974,10/21/2020 4:30:00 PM,117.82,3/5/1993,125.18,0.00%
4393,MJCO,Majesco,Technology,Software - Application,USA,695.36,74.77,,,4.62,6.37,22.58,110.37,,0.00%,0.21,26.00%,,63.90%,,13.10%,0.10%,10.50%,43.35,8.84,0.10%,-7.50%,10.50%,1.13%,0.97%,1.08,6.10%,9.20%,7.70%,1.9,1.9,0,0.01,47.30%,7.90%,6.40%,0.13%,-0.44%,125.35%,213.11%,82.44%,93.94%,1.01,0.09,0.35%,0.55%,-0.10%,11.69%,84.68%,-3.61%,110.53%,-3.61%,250.11%,72.15,0.19%,0.00%,,79.73,13.52,16,0.19%,903458,,,6/29/2015,,
6359,SRCL,"Stericycle, Inc.",Industrials,Waste Management,USA,5682.86,,25.88,,1.88,2.53,135.31,25.4,,,-3.76,-35.80%,13.66%,-24.60%,11.00%,5.30%,85.30%,-29.30%,91.4,91.2,0.10%,-7.47%,,-1.06%,5.30%,13.2,-4.80%,-12.90%,-4.40%,0.9,0.9,0.87,0.92,36.70%,-7.90%,-10.00%,3.72%,-2.10%,14.13%,41.29%,27.37%,-0.74%,1.18,1.82,3.15%,2.88%,1.46%,0.74%,9.53%,-4.82%,7.34%,-6.77%,64.73%,54.7,0.25%,0.19%,2.4,365.9,0.98,63.34,0.44%,360272,8/6/2020 8:30,66.17,8/23/1996,63.34,0.00%
2097,EPRT,"Essential Properties Realty Trust, Inc.",Real Estate,REIT - Diversified,USA,1990.5,30.97,33.74,0.9,12.8,1.3,19.75,,4.78%,145.80%,0.62,154.60%,-13.37%,,34.51%,,-17.80%,17.40%,104.61,91.91,1.00%,-7.46%,95.60%,0.29%,3.76%,4.13,2.50%,4.10%,2.50%,,,0.59,0.59,98.60%,34.00%,33.20%,7.79%,8.77%,24.22%,82.62%,-16.17%,-22.49%,,0.79,3.96%,4.13%,3.15%,10.00%,5.10%,-5.08%,33.17%,-34.46%,216.28%,58.49,4.68%,0.27%,2.2,836.12,1.56,19.23,4.97%,1308719,8/5/2020 16:30,21.33,6/21/2018,19.27,0.21%
1577,CXDO,"Crexendo, Inc.",Technology,Information Technology Services,USA,82.62,73.73,39.5,,5.4,14.55,16.52,82.62,,0.00%,0.08,570.40%,7.69%,16.30%,,13.70%,39.80%,13.90%,15.02,4.24,71.00%,-7.42%,0.30%,,0.42%,0.25,13.20%,26.10%,25.10%,2.1,1.9,0.34,0.53,70.70%,8.60%,7.90%,0.55%,-42.93%,-1.25%,28.60%,76.11%,30.12%,2.37,0.55,5.16%,7.98%,-26.90%,-34.69%,-6.29%,-56.73%,5.33%,-56.73%,84.33%,26.38,-0.54%,-0.54%,1,71.04,1.26,5.53,-1.07%,87563,,,7/2/1998,5.53,0.00%
4144,LOGI,Logitech International S.A.,Technology,Computer Hardware,Switzerland,13744.14,27.98,30.93,3.1,4.4,8.4,16.98,29.57,1.11%,26.00%,2.81,74.20%,12.89%,24.30%,9.01%,8.20%,57.70%,22.90%,167.61,167.24,6.70%,-7.37%,32.50%,-14.25%,6.10%,18.13,20.10%,34.50%,27.00%,1.9,1.6,0,0,38.10%,10.00%,15.30%,7.24%,3.53%,20.93%,83.93%,99.80%,66.50%,0.98,2.3,2.29%,3.09%,9.25%,8.00%,41.13%,0.04%,17.58%,0.04%,150.30%,68.63,0.03%,1.54%,2.3,562.35,0.86,78.52,1.57%,489069,11/4/2020 16:30,76.28,3/27/1997,78.6,0.10%
5416,PRI,"Primerica, Inc.",Financial,Insurance - Life,USA,4440.49,12.9,10.92,1.21,2.11,2.77,12.32,7.99,1.41%,16.80%,8.78,18.70%,12.77%,21.50%,10.70%,8.90%,10.30%,4.20%,40.13,39.16,0.70%,-7.36%,91.80%,-1.22%,1.43%,3.06,2.70%,22.50%,12.30%,,,1.01,1.01,,23.90%,17.20%,1.86%,-8.75%,0.10%,36.81%,-5.20%,-13.28%,1.38,3.07,2.17%,2.59%,-4.09%,-8.19%,-1.67%,-17.72%,3.60%,-17.99%,85.00%,38.9,0.07%,0.00%,2.5,183.3,1.11,113.22,0.07%,204576,8/5/2020 16:30,146.2,4/1/2010,113.22,0.00%
3935,KMT,Kennametal Inc.,Industrials,Tools & Accessories,USA,2385.68,,16.12,,1.27,1.95,3.93,,2.77%,,-0.15,-105.40%,62.49%,49.70%,,-6.60%,-125.90%,-37.20%,83.12,82.8,0.50%,-7.33%,,2.61%,6.11%,7.46,-0.20%,-0.40%,0.40%,1.6,1,0.48,0.89,28.80%,1.20%,-0.30%,2.09%,-3.71%,2.02%,46.94%,0.35%,-21.85%,2.2,1.21,3.48%,4.08%,-5.44%,-2.26%,2.27%,-15.82%,14.13%,-25.57%,99.51%,46.45,-0.65%,0.28%,2.7,678.27,0.88,28.83,-0.38%,597585,8/3/2020 16:30,31.33,1/23/1967,28.83,0.00%
1230,CHWY,"Chewy, Inc.",Consumer Cyclical,Internet Retail,USA,23808.9,,,,4.03,,154.8,,,,-0.55,5.70%,59.10%,,,62.90%,61.10%,47.40%,404.38,75.56,6.50%,-7.31%,86.80%,4.60%,16.21%,2.85,-21.70%,56.30%,62.60%,0.6,0.2,,,24.20%,-3.70%,-3.70%,7.22%,-15.12%,25.17%,68.08%,145.03%,103.21%,,3.47,4.34%,6.52%,3.43%,6.10%,41.37%,-21.26%,30.23%,-21.26%,185.79%,55.1,5.86%,1.53%,2.1,4298.7,1.27,58.93,7.48%,5467920,9/10/2020 16:30,63.18,6/14/2019,58.75,-0.31%
4407,MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,USA,14291.84,23.58,23.31,4.75,3.01,2.66,203.88,28.28,0.97%,22.00%,9.96,31.20%,5.18%,29.10%,4.97%,9.90%,-5.50%,-42.70%,62.3,61.6,0.50%,-7.31%,99.90%,0.25%,4.32%,4.63,6.10%,11.60%,9.20%,2.7,1.5,0.48,0.5,25.30%,18.80%,13.10%,6.31%,12.99%,10.01%,30.23%,-10.02%,-16.01%,0.78,7.06,3.04%,3.23%,7.17%,8.47%,7.22%,-1.58%,16.83%,-16.66%,73.87%,66.79,-1.02%,0.82%,2.1,575.57,1.17,234.87,-0.21%,673858,7/28/2020 8:30:00 AM,245.11,2/17/1994,235,0.06%
5223,PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - General,USA,200477.98,14.8,10.84,2.76,4.08,3.14,17.61,43.82,4.18%,57.90%,2.46,62.30%,14.47%,14.70%,5.37%,0.90%,-31.50%,-11.00%,5554,5550.99,0.04%,-7.30%,72.00%,-1.45%,0.77%,1.64,8.30%,22.00%,14.70%,1.4,1.2,0.79,0.99,80.40%,31.10%,28.80%,1.71%,-1.38%,5.39%,10.65%,4.81%,-7.17%,0.66,0.72,1.77%,1.98%,0.01%,-3.06%,-0.06%,-7.81%,2.81%,-11.23%,30.45%,45.65,-1.46%,0.57%,2.5,26000.91,0.8,36.37,-0.90%,21366560,10/27/2020 8:30:00 AM,41.79,1/17/1944,36.3,-0.19%
144,AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,USA,5431.54,173.72,15.25,35.31,0.63,2.05,13.43,14.97,0.87%,88.70%,0.42,-61.40%,24.63%,-21.00%,4.92%,-1.40%,-49.20%,-17.20%,74.9,61.64,0.30%,-7.26%,84.30%,0.50%,1.74%,2.12,0.70%,1.90%,3.50%,1.5,0.7,0.62,0.66,21.60%,3.00%,0.60%,3.63%,-0.11%,34.14%,64.19%,1.98%,-5.10%,1.12,2.24,2.84%,2.98%,-0.51%,3.10%,17.82%,-5.48%,18.66%,-9.93%,107.50%,53.12,-2.14%,0.86%,2.5,507.2,1.29,73.31,-1.29%,651560,7/30/2020 8:30:00 AM,76.19,4/16/1992,73.31,0.00%
